,Airline Name,Date of journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
0,Air Asia,"Wed, 6 Oct",New Delhi,Mumbai,12:40,20:15,7h 35m,1 Stop,"5,953"
1,Air Asia,"Wed, 6 Oct",New Delhi,Mumbai,11:55,20:15,8h 20m,1 Stop,"5,953"
2,Air Asia,"Wed, 6 Oct",New Delhi,Mumbai,08:00,16:35,8h 35m,1 Stop,"5,953"
3,Air Asia,"Wed, 6 Oct",New Delhi,Mumbai,04:55,14:15,9h 20m,1 Stop,"5,953"
4,Air Asia,"Wed, 6 Oct",New Delhi,Mumbai,05:20,20:15,14h 55m,1 Stop,"5,953"
5,Go First,"Wed, 6 Oct",New Delhi,Mumbai,09:40,11:45,2h 05m,Non Stop,"5,954"
6,Go First,"Wed, 6 Oct",New Delhi,Mumbai,14:20,16:25,2h 05m,Non Stop,"5,954"
7,Go First,"Wed, 6 Oct",New Delhi,Mumbai,18:40,20:45,2h 05m,Non Stop,"5,954"
8,Go First,"Wed, 6 Oct",New Delhi,Mumbai,21:30,23:35,2h 05m,Non Stop,"5,954"
9,Go First,"Wed, 6 Oct",New Delhi,Mumbai,17:45,22:25,4h 40m,1 Stop,"5,954"
10,Go First,"Wed, 6 Oct",New Delhi,Mumbai,08:10,13:00,4h 50m,1 Stop,"5,954"
11,Go First,"Wed, 6 Oct",New Delhi,Mumbai,16:10,21:05,4h 55m,1 Stop,"5,954"
12,Go First,"Wed, 6 Oct",New Delhi,Mumbai,08:10,14:55,6h 45m,1 Stop,"5,954"
13,Go First,"Wed, 6 Oct",New Delhi,Mumbai,11:20,18:15,6h 55m,1 Stop,"5,954"
14,Go First,"Wed, 6 Oct",New Delhi,Mumbai,09:10,18:15,9h 05m,1 Stop,"5,954"
15,Go First,"Wed, 6 Oct",New Delhi,Mumbai,06:00,15:25,9h 25m,1 Stop,"5,954"
16,Go First,"Wed, 6 Oct",New Delhi,Mumbai,08:00,18:15,10h 15m,1 Stop,"5,954"
17,Go First,"Wed, 6 Oct",New Delhi,Mumbai,19:45,"07:25
+ 1 day",11h 40m,1 Stop,"5,954"
18,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,06:00,08:00,2h 00m,Non Stop,"5,955"
19,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,19:05,21:05,2h 00m,Non Stop,"5,955"
20,Air India,"Wed, 6 Oct",New Delhi,Mumbai,07:00,09:05,2h 05m,Non Stop,"5,955"
21,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,09:30,11:35,2h 05m,Non Stop,"5,955"
22,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,12:00,14:05,2h 05m,Non Stop,"5,955"
23,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,14:00,16:05,2h 05m,Non Stop,"5,955"
24,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"5,955"
25,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,06:10,08:20,2h 10m,Non Stop,"5,955"
26,Air India,"Wed, 6 Oct",New Delhi,Mumbai,08:00,10:10,2h 10m,Non Stop,"5,955"
27,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,08:55,11:05,2h 10m,Non Stop,"5,955"
28,Air India,"Wed, 6 Oct",New Delhi,Mumbai,10:40,12:50,2h 10m,Non Stop,"5,955"
29,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,12:45,14:55,2h 10m,Non Stop,"5,955"
30,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,15:30,17:40,2h 10m,Non Stop,"5,955"
31,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,16:55,19:05,2h 10m,Non Stop,"5,955"
32,Air India,"Wed, 6 Oct",New Delhi,Mumbai,20:00,22:10,2h 10m,Non Stop,"5,955"
33,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,20:50,23:00,2h 10m,Non Stop,"5,955"
34,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,21:55,"00:05
+ 1 day",2h 10m,Non Stop,"5,955"
35,SpiceJet,"Wed, 6 Oct",New Delhi,Mumbai,06:50,09:05,2h 15m,Non Stop,"5,955"
36,Air India,"Wed, 6 Oct",New Delhi,Mumbai,09:00,11:15,2h 15m,Non Stop,"5,955"
37,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,10:10,12:25,2h 15m,Non Stop,"5,955"
38,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,10:20,12:35,2h 15m,Non Stop,"5,955"
39,Air India,"Wed, 6 Oct",New Delhi,Mumbai,19:00,21:15,2h 15m,Non Stop,"5,955"
40,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,19:45,22:00,2h 15m,Non Stop,"5,955"
41,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,08:50,11:10,2h 20m,Non Stop,"5,955"
42,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,17:45,20:05,2h 20m,Non Stop,"5,955"
43,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,18:55,21:15,2h 20m,Non Stop,"5,955"
44,SpiceJet,"Wed, 6 Oct",New Delhi,Mumbai,20:20,22:40,2h 20m,Non Stop,"5,955"
45,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,17:45,20:10,2h 25m,Non Stop,"5,955"
46,Air India,"Wed, 6 Oct",New Delhi,Mumbai,15:05,18:15,3h 10m,1 Stop,"5,955"
47,SpiceJet,"Wed, 6 Oct",New Delhi,Mumbai,06:35,10:10,3h 35m,1 Stop,"5,955"
48,Air India,"Wed, 6 Oct",New Delhi,Mumbai,17:50,21:35,3h 45m,1 Stop,"5,955"
49,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,13:45,17:45,4h 00m,1 Stop,"5,955"
50,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,08:55,13:10,4h 15m,1 Stop,"5,955"
51,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,18:10,22:35,4h 25m,1 Stop,"5,955"
52,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,13:40,18:35,4h 55m,1 Stop,"5,955"
53,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,08:10,13:10,5h 00m,1 Stop,"5,955"
54,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,13:10,18:35,5h 25m,1 Stop,"5,955"
55,SpiceJet,"Wed, 6 Oct",New Delhi,Mumbai,09:15,14:45,5h 30m,1 Stop,"5,955"
56,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,11:30,18:45,7h 15m,1 Stop,"5,955"
57,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,07:40,16:50,9h 10m,1 Stop,"5,955"
58,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,13:50,23:00,9h 10m,1 Stop,"5,955"
59,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,08:10,17:45,9h 35m,1 Stop,"5,955"
60,SpiceJet,"Wed, 6 Oct",New Delhi,Mumbai,06:50,16:55,10h 05m,1 Stop,"5,955"
61,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,12:30,22:35,10h 05m,1 Stop,"5,955"
62,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,08:10,18:45,10h 35m,1 Stop,"5,955"
63,SpiceJet,"Wed, 6 Oct",New Delhi,Mumbai,18:15,"14:55
+ 1 day",20h 40m,1 Stop,"5,955"
64,SpiceJet,"Wed, 6 Oct",New Delhi,Mumbai,14:00,"14:55
+ 1 day",24h 55m,1 Stop,"5,955"
65,SpiceJet,"Wed, 6 Oct",New Delhi,Mumbai,18:40,20:40,2h 00m,Non Stop,"6,060"
66,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,07:30,09:45,2h 15m,Non Stop,"7,005"
67,Air Asia,"Wed, 6 Oct",New Delhi,Mumbai,16:15,"06:20
+ 1 day",14h 05m,1 Stop,"7,273"
68,Air India,"Wed, 6 Oct",New Delhi,Mumbai,08:40,23:25,14h 45m,1 Stop,"7,468"
69,Air India,"Wed, 6 Oct",New Delhi,Mumbai,08:40,"09:40
+ 1 day",25h 00m,1 Stop,"7,468"
70,Air India,"Wed, 6 Oct",New Delhi,Mumbai,12:00,15:50,3h 50m,1 Stop,"8,160"
71,Air India,"Wed, 6 Oct",New Delhi,Mumbai,07:15,15:50,8h 35m,1 Stop,"8,160"
72,Air India,"Wed, 6 Oct",New Delhi,Mumbai,13:00,"15:50
+ 1 day",26h 50m,1 Stop,"8,160"
73,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,18:45,23:00,4h 15m,1 Stop,"8,396"
74,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,13:20,"16:00
+ 1 day",26h 40m,1 Stop,"8,528"
75,SpiceJet,"Wed, 6 Oct",New Delhi,Mumbai,16:40,"16:55
+ 1 day",24h 15m,1 Stop,"8,972"
76,Air India,"Wed, 6 Oct",New Delhi,Mumbai,06:20,20:00,13h 40m,1 Stop,"9,000"
77,Air India,"Wed, 6 Oct",New Delhi,Mumbai,06:00,23:05,17h 05m,1 Stop,"9,000"
78,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,17:10,"15:00
+ 1 day",21h 50m,1 Stop,"9,000"
79,Air India,"Wed, 6 Oct",New Delhi,Mumbai,20:10,"20:00
+ 1 day",23h 50m,1 Stop,"9,000"
80,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,13:40,"15:00
+ 1 day",25h 20m,1 Stop,"9,000"
81,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,17:10,21:35,4h 25m,1 Stop,"9,210"
82,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,13:40,21:35,7h 55m,1 Stop,"9,210"
83,Air India,"Wed, 6 Oct",New Delhi,Mumbai,16:35,"16:25
+ 1 day",23h 50m,3 Stop(s),"9,590"
84,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,17:45,23:00,5h 15m,1 Stop,"9,840"
85,Air India,"Wed, 6 Oct",New Delhi,Mumbai,16:35,23:30,6h 55m,1 Stop,"9,840"
86,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,14:45,23:00,8h 15m,1 Stop,"9,840"
87,Air India,"Wed, 6 Oct",New Delhi,Mumbai,21:50,"07:10
+ 1 day",9h 20m,1 Stop,"9,840"
88,Air India,"Wed, 6 Oct",New Delhi,Mumbai,21:50,"09:40
+ 1 day",11h 50m,1 Stop,"9,840"
89,Air India,"Wed, 6 Oct",New Delhi,Mumbai,17:30,"07:10
+ 1 day",13h 40m,2 Stop(s),"9,840"
90,Air India,"Wed, 6 Oct",New Delhi,Mumbai,09:45,23:30,13h 45m,1 Stop,"9,840"
91,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,20:35,"10:40
+ 1 day",14h 05m,1 Stop,"9,840"
92,Air India,"Wed, 6 Oct",New Delhi,Mumbai,16:35,"07:10
+ 1 day",14h 35m,1 Stop,"9,840"
93,Air India,"Wed, 6 Oct",New Delhi,Mumbai,08:20,23:30,15h 10m,1 Stop,"9,840"
94,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,07:10,23:00,15h 50m,1 Stop,"9,840"
95,Air India,"Wed, 6 Oct",New Delhi,Mumbai,17:30,"09:40
+ 1 day",16h 10m,2 Stop(s),"9,840"
96,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,17:45,"10:40
+ 1 day",16h 55m,1 Stop,"9,840"
97,Air India,"Wed, 6 Oct",New Delhi,Mumbai,16:35,"09:40
+ 1 day",17h 05m,1 Stop,"9,840"
98,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,14:45,"10:40
+ 1 day",19h 55m,1 Stop,"9,840"
99,Air India,"Wed, 6 Oct",New Delhi,Mumbai,09:45,"07:10
+ 1 day",21h 25m,1 Stop,"9,840"
100,Air India,"Wed, 6 Oct",New Delhi,Mumbai,08:20,"07:10
+ 1 day",22h 50m,1 Stop,"9,840"
101,Air India,"Wed, 6 Oct",New Delhi,Mumbai,09:45,"09:40
+ 1 day",23h 55m,1 Stop,"9,840"
102,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,13:50,19:30,5h 40m,1 Stop,"9,861"
103,Air India,"Wed, 6 Oct",New Delhi,Mumbai,13:00,19:25,6h 25m,1 Stop,"9,988"
104,Air India,"Wed, 6 Oct",New Delhi,Mumbai,12:55,"13:35
+ 1 day",24h 40m,1 Stop,"9,988"
105,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,08:30,13:35,5h 05m,1 Stop,"10,470"
106,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,08:30,14:45,6h 15m,1 Stop,"10,470"
107,Go First,"Wed, 6 Oct",New Delhi,Mumbai,10:40,15:40,5h 00m,1 Stop,"10,575"
108,Go First,"Wed, 6 Oct",New Delhi,Mumbai,08:10,15:40,7h 30m,1 Stop,"10,575"
109,Vistara,"Wed, 6 Oct",New Delhi,Mumbai,13:20,18:20,5h 00m,1 Stop,"10,680"
110,Air India,"Wed, 6 Oct",New Delhi,Mumbai,12:05,17:10,5h 05m,1 Stop,"10,680"
111,Air India,"Wed, 6 Oct",New Delhi,Mumbai,10:15,15:40,5h 25m,1 Stop,"10,680"
112,Air India,"Wed, 6 Oct",New Delhi,Mumbai,18:40,"17:10
+ 1 day",22h 30m,1 Stop,"10,680"
113,Air India,"Wed, 6 Oct",New Delhi,Mumbai,16:45,"16:45
+ 1 day",24h 00m,1 Stop,"10,921"
114,Air India,"Wed, 6 Oct",New Delhi,Mumbai,14:00,"16:45
+ 1 day",26h 45m,1 Stop,"10,921"
115,Go First,"Wed, 6 Oct",New Delhi,Mumbai,12:20,18:15,5h 55m,1 Stop,"11,295"
116,IndiGo,"Wed, 6 Oct",New Delhi,Mumbai,08:55,19:30,10h 35m,1 Stop,"11,940"
117,Air Asia,"Wed, 6 Oct",Bangalore,Mumbai,15:20,20:15,4h 55m,1 Stop,"5,176"
118,Air Asia,"Wed, 6 Oct",Bangalore,Mumbai,05:35,14:15,8h 40m,1 Stop,"5,176"
119,Air Asia,"Wed, 6 Oct",Bangalore,Mumbai,05:45,20:15,14h 30m,1 Stop,"5,176"
120,Air Asia,"Wed, 6 Oct",Bangalore,Mumbai,05:35,23:05,17h 30m,1 Stop,"5,176"
121,Go First,"Wed, 6 Oct",Bangalore,Mumbai,06:00,16:25,10h 25m,1 Stop,"5,177"
122,Go First,"Wed, 6 Oct",Bangalore,Mumbai,21:15,"08:20
+ 1 day",11h 05m,1 Stop,"5,177"
123,Go First,"Wed, 6 Oct",Bangalore,Mumbai,21:15,"11:45
+ 1 day",14h 30m,1 Stop,"5,177"
124,Go First,"Wed, 6 Oct",Bangalore,Mumbai,06:30,21:05,14h 35m,1 Stop,"5,177"
125,SpiceJet,"Wed, 6 Oct",Bangalore,Mumbai,05:55,20:40,14h 45m,1 Stop,"5,177"
126,Go First,"Wed, 6 Oct",Bangalore,Mumbai,06:00,20:45,14h 45m,1 Stop,"5,177"
127,SpiceJet,"Wed, 6 Oct",Bangalore,Mumbai,06:20,"08:10
+ 1 day",25h 50m,1 Stop,"5,177"
128,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,22:10,23:45,1h 35m,Non Stop,"5,178"
129,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,05:45,07:25,1h 40m,Non Stop,"5,178"
130,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,18:50,20:35,1h 45m,Non Stop,"5,178"
131,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,20:45,22:35,1h 50m,Non Stop,"5,178"
132,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,17:50,19:45,1h 55m,Non Stop,"5,178"
133,Air Asia,"Wed, 6 Oct",Bangalore,Mumbai,04:40,06:20,1h 40m,Non Stop,"5,179"
134,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,07:45,09:30,1h 45m,Non Stop,"5,179"
135,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,18:25,20:15,1h 50m,Non Stop,"5,179"
136,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,09:30,11:25,1h 55m,Non Stop,"5,179"
137,Air India,"Wed, 6 Oct",Bangalore,Mumbai,19:10,21:05,1h 55m,Non Stop,"5,179"
138,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,19:55,21:50,1h 55m,Non Stop,"5,179"
139,Air India,"Wed, 6 Oct",Bangalore,Mumbai,08:35,10:35,2h 00m,Non Stop,"5,179"
140,Air Asia,"Wed, 6 Oct",Bangalore,Mumbai,14:40,16:35,1h 55m,Non Stop,"5,280"
141,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,07:30,09:15,1h 45m,Non Stop,"5,283"
142,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,08:35,10:20,1h 45m,Non Stop,"5,283"
143,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,16:35,18:20,1h 45m,Non Stop,"5,388"
144,Air Asia,"Wed, 6 Oct",Bangalore,Mumbai,09:15,20:15,11h 00m,2 Stop(s),"5,389"
145,SpiceJet,"Wed, 6 Oct",Bangalore,Mumbai,19:55,"08:10
+ 1 day",12h 15m,1 Stop,"5,807"
146,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,10:35,12:25,1h 50m,Non Stop,"5,913"
147,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,12:20,"13:35
+ 1 day",25h 15m,1 Stop,"7,384"
148,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,12:20,"14:45
+ 1 day",26h 25m,1 Stop,"7,384"
149,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,06:25,12:25,6h 00m,1 Stop,"7,436"
150,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,07:20,14:10,6h 50m,1 Stop,"7,462"
151,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,06:25,14:30,8h 05m,1 Stop,"7,646"
152,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,14:35,19:50,5h 15m,1 Stop,"7,856"
153,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,14:35,21:05,6h 30m,1 Stop,"7,856"
154,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,14:50,19:40,4h 50m,1 Stop,"8,066"
155,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,18:25,23:25,5h 00m,1 Stop,"8,066"
156,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,16:25,23:25,7h 00m,1 Stop,"8,066"
157,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,04:30,12:05,7h 35m,1 Stop,"8,066"
158,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,14:50,23:25,8h 35m,1 Stop,"8,066"
159,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,18:30,23:10,4h 40m,1 Stop,"8,118"
160,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,11:10,19:50,8h 40m,1 Stop,"8,171"
161,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,19:25,23:00,3h 35m,1 Stop,"8,224"
162,Air India,"Wed, 6 Oct",Bangalore,Mumbai,18:45,23:30,4h 45m,1 Stop,"8,224"
163,Air India,"Wed, 6 Oct",Bangalore,Mumbai,15:15,23:30,8h 15m,2 Stop(s),"8,224"
164,Air India,"Wed, 6 Oct",Bangalore,Mumbai,18:45,"07:10
+ 1 day",12h 25m,1 Stop,"8,224"
165,Air India,"Wed, 6 Oct",Bangalore,Mumbai,18:45,"09:40
+ 1 day",14h 55m,1 Stop,"8,224"
166,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,19:25,"10:40
+ 1 day",15h 15m,1 Stop,"8,224"
167,Air India,"Wed, 6 Oct",Bangalore,Mumbai,15:15,"07:10
+ 1 day",15h 55m,2 Stop(s),"8,224"
168,Air India,"Wed, 6 Oct",Bangalore,Mumbai,05:45,23:30,17h 45m,2 Stop(s),"8,224"
169,Air India,"Wed, 6 Oct",Bangalore,Mumbai,15:15,"09:40
+ 1 day",18h 25m,2 Stop(s),"8,224"
170,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,11:00,15:35,4h 35m,1 Stop,"8,328"
171,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,11:00,17:35,6h 35m,1 Stop,"8,328"
172,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,08:50,15:35,6h 45m,1 Stop,"8,328"
173,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,11:00,19:40,8h 40m,1 Stop,"8,328"
174,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,11:10,17:45,6h 35m,1 Stop,"8,381"
175,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,10:20,14:30,4h 10m,1 Stop,"8,591"
176,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,09:00,13:15,4h 15m,1 Stop,"8,591"
177,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,10:00,15:35,5h 35m,1 Stop,"8,643"
178,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,10:00,17:35,7h 35m,1 Stop,"8,643"
179,Air India,"Wed, 6 Oct",Bangalore,Mumbai,09:00,22:20,13h 20m,2 Stop(s),"8,697"
180,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,10:20,17:45,7h 25m,1 Stop,"9,011"
181,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,10:40,17:45,7h 05m,1 Stop,"9,063"
182,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,07:10,12:45,5h 35m,1 Stop,"9,273"
183,Air India,"Wed, 6 Oct",Bangalore,Mumbai,06:10,12:50,6h 40m,1 Stop,"9,277"
184,Air India,"Wed, 6 Oct",Bangalore,Mumbai,10:25,18:15,7h 50m,2 Stop(s),"9,277"
185,Air India,"Wed, 6 Oct",Bangalore,Mumbai,13:20,21:15,7h 55m,1 Stop,"9,277"
186,Air India,"Wed, 6 Oct",Bangalore,Mumbai,13:20,21:35,8h 15m,2 Stop(s),"9,277"
187,Air India,"Wed, 6 Oct",Bangalore,Mumbai,13:20,22:10,8h 50m,1 Stop,"9,277"
188,Air India,"Wed, 6 Oct",Bangalore,Mumbai,10:25,21:15,10h 50m,1 Stop,"9,277"
189,Air India,"Wed, 6 Oct",Bangalore,Mumbai,10:25,21:35,11h 10m,2 Stop(s),"9,277"
190,Air India,"Wed, 6 Oct",Bangalore,Mumbai,10:25,22:10,11h 45m,1 Stop,"9,277"
191,Air India,"Wed, 6 Oct",Bangalore,Mumbai,06:10,21:15,15h 05m,1 Stop,"9,277"
192,Air India,"Wed, 6 Oct",Bangalore,Mumbai,17:45,"09:05
+ 1 day",15h 20m,1 Stop,"9,277"
193,Air India,"Wed, 6 Oct",Bangalore,Mumbai,06:10,22:10,16h 00m,1 Stop,"9,277"
194,Air India,"Wed, 6 Oct",Bangalore,Mumbai,17:45,"10:10
+ 1 day",16h 25m,1 Stop,"9,277"
195,Air India,"Wed, 6 Oct",Bangalore,Mumbai,17:45,"11:15
+ 1 day",17h 30m,1 Stop,"9,277"
196,Air India,"Wed, 6 Oct",Bangalore,Mumbai,17:45,"12:50
+ 1 day",19h 05m,1 Stop,"9,277"
197,Air India,"Wed, 6 Oct",Bangalore,Mumbai,07:25,22:25,15h 00m,1 Stop,"9,904"
198,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,04:30,09:40,5h 10m,1 Stop,"10,113"
199,Air India,"Wed, 6 Oct",Bangalore,Mumbai,11:50,17:10,5h 20m,1 Stop,"10,744"
200,Air India,"Wed, 6 Oct",Bangalore,Mumbai,05:45,17:10,11h 25m,2 Stop(s),"10,744"
201,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,15:00,22:10,7h 10m,1 Stop,"10,901"
202,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,10:40,18:55,8h 15m,1 Stop,"11,426"
203,Air India,"Wed, 6 Oct",Bangalore,Mumbai,18:45,"09:05
+ 1 day",14h 20m,2 Stop(s),"11,545"
204,Air India,"Wed, 6 Oct",Bangalore,Mumbai,18:45,"10:10
+ 1 day",15h 25m,2 Stop(s),"11,545"
205,Air India,"Wed, 6 Oct",Bangalore,Mumbai,18:45,"11:15
+ 1 day",16h 30m,2 Stop(s),"11,545"
206,Air India,"Wed, 6 Oct",Bangalore,Mumbai,18:45,"12:50
+ 1 day",18h 05m,2 Stop(s),"11,545"
207,Go First,"Wed, 6 Oct",Bangalore,Mumbai,05:40,22:30,16h 50m,1 Stop,"12,108"
208,Air India,"Wed, 6 Oct",Bangalore,Mumbai,05:45,12:25,6h 40m,1 Stop,"12,214"
209,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,07:20,12:05,4h 45m,1 Stop,"12,528"
210,IndiGo,"Wed, 6 Oct",Bangalore,Mumbai,07:20,15:35,8h 15m,1 Stop,"12,528"
211,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,07:00,12:35,5h 35m,1 Stop,"13,054"
212,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,11:30,17:40,6h 10m,1 Stop,"13,054"
213,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,08:00,14:55,6h 55m,1 Stop,"13,054"
214,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,11:30,19:05,7h 35m,1 Stop,"13,054"
215,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,07:00,14:55,7h 55m,1 Stop,"13,054"
216,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,11:30,20:05,8h 35m,1 Stop,"13,054"
217,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,08:00,17:40,9h 40m,1 Stop,"13,054"
218,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,11:30,21:15,9h 45m,1 Stop,"13,054"
219,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,11:30,22:00,10h 30m,1 Stop,"13,054"
220,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,07:00,17:40,10h 40m,1 Stop,"13,054"
221,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,21:10,"08:00
+ 1 day",10h 50m,1 Stop,"13,054"
222,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,08:00,19:05,11h 05m,1 Stop,"13,054"
223,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,11:30,23:00,11h 30m,1 Stop,"13,054"
224,Vistara,"Wed, 6 Oct",Bangalore,Mumbai,07:00,19:05,12h 05m,1 Stop,"13,054"
225,Go First,"Wed, 6 Oct",Bangalore,Mumbai,17:00,"08:45
+ 1 day",15h 45m,1 Stop,"13,264"
226,Air India,"Wed, 6 Oct",Bangalore,Mumbai,06:10,17:10,11h 00m,2 Stop(s),"14,002"
227,Air India,"Wed, 6 Oct",Bangalore,Mumbai,17:45,"17:10
+ 1 day",23h 25m,2 Stop(s),"14,002"
228,Air India,"Wed, 6 Oct",Bangalore,Mumbai,13:20,"17:10
+ 1 day",27h 50m,2 Stop(s),"14,002"
229,Air India,"Wed, 6 Oct",Bangalore,Mumbai,13:20,"17:10
+ 1 day",27h 50m,2 Stop(s),"14,002"
230,Air India,"Wed, 6 Oct",Bangalore,Mumbai,10:25,"17:10
+ 1 day",30h 45m,2 Stop(s),"14,002"
231,Air India,"Wed, 6 Oct",Bangalore,Mumbai,10:25,"17:10
+ 1 day",30h 45m,2 Stop(s),"14,002"
232,Air India,"Wed, 6 Oct",Bangalore,Mumbai,06:10,"17:10
+ 1 day",35h 00m,2 Stop(s),"14,002"
233,Go First,"Wed, 6 Oct",Bangalore,Mumbai,20:05,23:35,3h 30m,1 Stop,"14,208"
234,Go First,"Wed, 6 Oct",Bangalore,Mumbai,08:20,12:00,3h 40m,1 Stop,"14,208"
235,Air India,"Wed, 6 Oct",Bangalore,Mumbai,05:45,19:45,14h 00m,1 Stop,"14,419"
